# frequency  SPL  phase
1.000e+01 4.172e+01 1.150e+02
1.098e+01 4.320e+01 1.085e+02
1.205e+01 4.464e+01 1.012e+02
1.323e+01 4.605e+01 9.314e+01
1.453e+01 4.739e+01 8.412e+01
1.595e+01 4.865e+01 7.412e+01
1.751e+01 4.979e+01 6.293e+01
1.922e+01 5.079e+01 5.039e+01
2.110e+01 5.156e+01 3.622e+01
2.317e+01 5.199e+01 2.007e+01
2.543e+01 5.186e+01 1.697e+00
2.792e+01 5.070e+01 -1.948e+01
3.065e+01 4.722e+01 -4.350e+01
3.365e+01 3.217e+01 -6.488e+01
3.695e+01 4.627e+01 7.718e+01
4.056e+01 5.320e+01 4.917e+01
4.453e+01 5.656e+01 2.219e+01
4.889e+01 5.848e+01 -2.950e+00
5.367e+01 5.967e+01 -2.652e+01
5.892e+01 6.046e+01 -4.911e+01
6.469e+01 6.100e+01 -7.126e+01
7.102e+01 6.139e+01 -9.338e+01
7.796e+01 6.168e+01 -1.158e+02
8.559e+01 6.189e+01 -1.390e+02
9.397e+01 6.205e+01 -1.631e+02
1.032e+02 6.218e+01 1.715e+02
1.132e+02 6.227e+01 1.446e+02
1.243e+02 6.235e+01 1.159e+02
1.365e+02 6.241e+01 8.519e+01
1.499e+02 6.246e+01 5.205e+01
1.645e+02 6.250e+01 1.625e+01
1.806e+02 6.253e+01 -2.258e+01
1.983e+02 6.254e+01 -6.476e+01
2.177e+02 6.255e+01 -1.107e+02
2.390e+02 6.254e+01 -1.608e+02
2.624e+02 6.251e+01 1.444e+02
2.880e+02 6.245e+01 8.448e+01
3.162e+02 6.233e+01 1.890e+01
3.472e+02 6.214e+01 -5.273e+01
3.811e+02 6.187e+01 -1.308e+02
4.184e+02 6.156e+01 1.442e+02
4.594e+02 6.130e+01 5.163e+01
5.043e+02 6.115e+01 -5.053e+01
5.537e+02 6.090e+01 -1.644e+02
6.078e+02 6.018e+01 7.013e+01
6.673e+02 5.896e+01 -6.507e+01
7.326e+02 5.769e+01 1.508e+02
8.043e+02 5.700e+01 -6.301e+00
8.830e+02 5.620e+01 1.751e+02
9.694e+02 5.385e+01 -1.868e+01
1.064e+03 5.184e+01 1.415e+02
1.168e+03 5.095e+01 -8.503e+01
1.283e+03 4.818e+01 2.876e+01
1.408e+03 4.747e+01 1.300e+02
1.546e+03 4.634e+01 -1.651e+02
1.697e+03 4.681e+01 -1.270e+02
1.863e+03 4.628e+01 -1.306e+02
2.046e+03 4.495e+01 -1.737e+02
2.246e+03 4.246e+01 1.043e+02
2.465e+03 3.860e+01 -1.129e+01
2.707e+03 3.086e+01 -1.519e+02
2.971e+03 2.819e+01 4.918e+01
3.262e+03 3.103e+01 1.753e+02
3.581e+03 3.361e+01 -1.423e+02
3.932e+03 3.542e+01 1.791e+02
4.317e+03 3.510e+01 5.102e+01
4.739e+03 3.026e+01 -1.672e+02
5.203e+03 2.035e+01 3.943e+00
5.712e+03 2.453e+01 2.890e+01
6.270e+03 2.334e+01 -1.373e+02
6.884e+03 2.091e+01 -1.402e+01
7.558e+03 7.930e+00 8.427e+00
8.297e+03 1.167e+01 -1.653e+02
9.109e+03 8.713e+00 9.129e+01
1.000e+04 3.175e+00 -3.382e+01
