# frequency  SPL  phase
1.000e+01 4.520e+01 1.246e+02
1.151e+01 4.611e+01 1.203e+02
1.326e+01 4.635e+01 1.198e+02
1.526e+01 4.603e+01 1.318e+02
1.758e+01 4.866e+01 1.648e+02
2.024e+01 5.607e+01 1.800e+02
2.330e+01 6.359e+01 1.701e+02
2.683e+01 7.015e+01 1.438e+02
3.089e+01 7.476e+01 1.041e+02
3.556e+01 7.663e+01 6.283e+01
4.095e+01 7.708e+01 2.904e+01
4.715e+01 7.725e+01 8.124e-01
5.429e+01 7.744e+01 -2.528e+01
6.251e+01 7.768e+01 -5.116e+01
7.197e+01 7.795e+01 -7.794e+01
8.286e+01 7.822e+01 -1.064e+02
9.541e+01 7.850e+01 -1.371e+02
1.098e+02 7.880e+01 -1.707e+02
1.265e+02 7.914e+01 1.520e+02
1.456e+02 7.954e+01 1.102e+02
1.677e+02 8.000e+01 6.264e+01
1.931e+02 8.051e+01 8.179e+00
2.223e+02 8.102e+01 -5.441e+01
2.559e+02 8.147e+01 -1.262e+02
2.947e+02 8.186e+01 1.515e+02
3.393e+02 8.222e+01 5.738e+01
3.907e+02 8.249e+01 -5.095e+01
4.498e+02 8.253e+01 -1.750e+02
5.180e+02 8.240e+01 4.480e+01
5.964e+02 8.270e+01 -1.140e+02
6.866e+02 8.347e+01 5.886e+01
7.906e+02 8.354e+01 -1.594e+02
9.103e+02 8.321e+01 -4.721e+01
1.048e+03 8.312e+01 2.892e+01
1.207e+03 8.282e+01 5.958e+01
1.390e+03 8.183e+01 4.136e+01
1.600e+03 8.075e+01 -3.137e+01
1.842e+03 7.993e+01 -1.705e+02
2.121e+03 7.813e+01 -3.714e+01
2.442e+03 7.412e+01 1.513e+01
2.812e+03 7.067e+01 -3.096e+01
3.237e+03 6.837e+01 1.575e+02
3.728e+03 6.821e+01 -1.425e+02
4.292e+03 6.702e+01 1.246e+02
4.942e+03 6.406e+01 -1.229e+02
5.690e+03 5.808e+01 1.442e+02
6.551e+03 4.557e+01 9.066e+01
7.543e+03 5.045e+01 1.786e+02
8.685e+03 3.713e+01 2.572e+01
1.000e+04 3.014e+01 8.239e+00
