# frequency  SPL  phase
1.000e+01 -1.920e+00 1.584e+02
1.151e+01 5.210e-01 1.551e+02
1.326e+01 2.977e+00 1.513e+02
1.526e+01 5.415e+00 1.470e+02
1.758e+01 7.869e+00 1.420e+02
2.024e+01 1.031e+01 1.362e+02
2.330e+01 1.275e+01 1.296e+02
2.683e+01 1.519e+01 1.220e+02
3.089e+01 1.763e+01 1.133e+02
3.556e+01 2.006e+01 1.032e+02
4.095e+01 2.249e+01 9.164e+01
4.715e+01 2.492e+01 7.834e+01
5.429e+01 2.734e+01 6.307e+01
6.251e+01 2.976e+01 4.555e+01
7.197e+01 3.218e+01 2.545e+01
8.286e+01 3.459e+01 2.398e+00
9.541e+01 3.702e+01 -2.406e+01
1.098e+02 3.947e+01 -5.441e+01
1.265e+02 4.196e+01 -8.931e+01
1.456e+02 4.450e+01 -1.295e+02
1.677e+02 4.712e+01 -1.760e+02
1.931e+02 4.983e+01 1.301e+02
2.223e+02 5.260e+01 6.728e+01
2.559e+02 5.540e+01 -5.671e+00
2.947e+02 5.822e+01 -9.019e+01
3.393e+02 6.111e+01 1.720e+02
3.907e+02 6.407e+01 5.791e+01
4.498e+02 6.692e+01 -7.586e+01
5.180e+02 6.919e+01 1.279e+02
5.964e+02 7.030e+01 -4.827e+01
6.866e+02 7.170e+01 1.199e+02
7.906e+02 7.428e+01 -1.080e+02
9.103e+02 7.530e+01 -1.213e+01
1.048e+03 7.637e+01 4.868e+01
1.207e+03 7.672e+01 6.785e+01
1.390e+03 7.758e+01 3.841e+01
1.600e+03 7.793e+01 -4.916e+01
1.842e+03 7.930e+01 1.566e+02
2.121e+03 7.919e+01 -7.874e+01
2.442e+03 7.888e+01 -3.847e+01
2.812e+03 7.837e+01 -9.563e+01
3.237e+03 7.814e+01 9.139e+01
3.728e+03 7.793e+01 1.403e+02
4.292e+03 7.733e+01 3.165e+01
4.942e+03 7.608e+01 1.168e+02
5.690e+03 7.550e+01 -1.910e+01
6.551e+03 7.421e+01 -1.650e+01
7.543e+03 7.217e+01 6.050e+01
8.685e+03 6.993e+01 -1.713e+02
1.000e+04 6.466e+01 -4.440e+01
