# frequency  SPL  phase
1.000e+01 2.431e+01 1.104e+02
1.151e+01 2.380e+01 -8.973e+01
1.326e+01 3.855e+01 -9.742e+01
1.526e+01 4.694e+01 -1.104e+02
1.758e+01 5.385e+01 -1.263e+02
2.024e+01 6.011e+01 -1.457e+02
2.330e+01 6.607e+01 -1.707e+02
2.683e+01 7.159e+01 1.551e+02
3.089e+01 7.550e+01 1.104e+02
3.556e+01 7.690e+01 6.539e+01
4.095e+01 7.701e+01 2.848e+01
4.715e+01 7.694e+01 -2.579e+00
5.429e+01 7.695e+01 -3.140e+01
6.251e+01 7.704e+01 -6.006e+01
7.197e+01 7.716e+01 -8.974e+01
8.286e+01 7.730e+01 -1.213e+02
9.541e+01 7.742e+01 -1.553e+02
1.098e+02 7.752e+01 1.675e+02
1.265e+02 7.761e+01 1.264e+02
1.456e+02 7.769e+01 8.074e+01
1.677e+02 7.778e+01 2.956e+01
1.931e+02 7.790e+01 -2.817e+01
2.223e+02 7.806e+01 -9.371e+01
2.559e+02 7.829e+01 -1.685e+02
2.947e+02 7.860e+01 1.059e+02
3.393e+02 7.904e+01 7.338e+00
3.907e+02 7.964e+01 -1.073e+02
4.498e+02 8.015e+01 1.185e+02
5.180e+02 8.022e+01 -3.763e+01
5.964e+02 7.956e+01 1.437e+02
6.866e+02 7.828e+01 -5.815e+01
7.906e+02 7.620e+01 7.538e+01
9.103e+02 7.534e+01 -1.725e+02
1.048e+03 7.537e+01 -1.134e+02
1.207e+03 7.416e+01 -9.730e+01
1.390e+03 7.259e+01 -1.313e+02
1.600e+03 7.113e+01 1.368e+02
1.842e+03 6.887e+01 -3.005e+01
2.121e+03 6.490e+01 9.421e+01
2.442e+03 5.953e+01 1.194e+02
2.812e+03 4.548e+01 8.202e+01
3.237e+03 5.249e+01 -3.461e+00
3.728e+03 5.614e+01 2.872e+01
4.292e+03 5.408e+01 -1.057e+02
4.942e+03 4.517e+01 -4.857e+01
5.690e+03 4.168e+01 -8.813e+01
6.551e+03 4.634e+01 -1.159e+02
7.543e+03 3.172e+01 -6.720e+01
8.685e+03 3.797e+01 1.270e+02
1.000e+04 2.722e+01 -1.200e+02
