# frequency  SPL  phase
1.000e+01 -1.078e+01 1.565e+02
1.098e+01 -9.160e+00 1.542e+02
1.205e+01 -7.545e+00 1.517e+02
1.323e+01 -5.923e+00 1.489e+02
1.453e+01 -4.295e+00 1.459e+02
1.595e+01 -2.676e+00 1.425e+02
1.751e+01 -1.055e+00 1.389e+02
1.922e+01 5.624e-01 1.349e+02
2.110e+01 2.183e+00 1.304e+02
2.317e+01 3.807e+00 1.256e+02
2.543e+01 5.422e+00 1.203e+02
2.792e+01 7.043e+00 1.144e+02
3.065e+01 8.662e+00 1.080e+02
3.365e+01 1.028e+01 1.010e+02
3.695e+01 1.190e+01 9.325e+01
4.056e+01 1.352e+01 8.478e+01
4.453e+01 1.514e+01 7.547e+01
4.889e+01 1.676e+01 6.524e+01
5.367e+01 1.837e+01 5.403e+01
5.892e+01 1.999e+01 4.173e+01
6.469e+01 2.160e+01 2.821e+01
7.102e+01 2.322e+01 1.337e+01
7.796e+01 2.483e+01 -2.887e+00
8.559e+01 2.645e+01 -2.076e+01
9.397e+01 2.806e+01 -4.040e+01
1.032e+02 2.968e+01 -6.193e+01
1.132e+02 3.129e+01 -8.559e+01
1.243e+02 3.290e+01 -1.116e+02
1.365e+02 3.451e+01 -1.401e+02
1.499e+02 3.612e+01 -1.715e+02
1.645e+02 3.773e+01 1.541e+02
1.806e+02 3.933e+01 1.162e+02
1.983e+02 4.092e+01 7.467e+01
2.177e+02 4.251e+01 2.904e+01
2.390e+02 4.411e+01 -2.114e+01
2.624e+02 4.571e+01 -7.639e+01
2.880e+02 4.729e+01 -1.373e+02
3.162e+02 4.883e+01 1.553e+02
3.472e+02 5.027e+01 8.104e+01
3.811e+02 5.157e+01 -6.727e-01
4.184e+02 5.267e+01 -9.013e+01
4.594e+02 5.356e+01 1.725e+02
5.043e+02 5.435e+01 6.686e+01
5.537e+02 5.512e+01 -4.872e+01
6.078e+02 5.577e+01 -1.765e+02
6.673e+02 5.593e+01 4.210e+01
7.326e+02 5.507e+01 -1.126e+02
8.043e+02 5.229e+01 8.709e+01
8.830e+02 5.117e+01 -5.660e+01
9.694e+02 5.472e+01 1.211e+02
1.064e+03 5.607e+01 -8.813e+01
1.168e+03 5.850e+01 4.633e+01
1.283e+03 6.122e+01 1.434e+02
1.408e+03 6.172e+01 -1.475e+02
1.546e+03 6.212e+01 -9.812e+01
1.697e+03 6.195e+01 -8.329e+01
1.863e+03 6.126e+01 -9.422e+01
2.046e+03 5.996e+01 -1.361e+02
2.246e+03 5.942e+01 1.447e+02
2.465e+03 5.918e+01 1.893e+01
2.707e+03 6.114e+01 -1.462e+02
2.971e+03 6.059e+01 -1.625e+01
3.262e+03 5.957e+01 5.961e+01
3.581e+03 5.738e+01 7.880e+01
3.932e+03 5.667e+01 4.811e+01
4.317e+03 5.342e+01 -9.319e+01
4.739e+03 5.314e+01 2.222e+01
5.203e+03 4.871e+01 1.385e+02
5.712e+03 5.329e+01 1.661e+02
6.270e+03 5.193e+01 -1.816e+01
6.884e+03 5.017e+01 8.532e+01
7.558e+03 4.972e+01 5.445e+01
8.297e+03 4.819e+01 -1.686e+02
9.109e+03 4.356e+01 1.502e+02
1.000e+04 3.419e+01 -2.080e+01
