# frequency  SPL  phase
1.000e+01 -1.059e+01 1.570e+02
1.098e+01 -8.969e+00 1.548e+02
1.205e+01 -7.354e+00 1.523e+02
1.323e+01 -5.733e+00 1.496e+02
1.453e+01 -4.106e+00 1.466e+02
1.595e+01 -2.488e+00 1.433e+02
1.751e+01 -8.687e-01 1.398e+02
1.922e+01 7.475e-01 1.358e+02
2.110e+01 2.366e+00 1.315e+02
2.317e+01 3.988e+00 1.268e+02
2.543e+01 5.601e+00 1.216e+02
2.792e+01 7.218e+00 1.159e+02
3.065e+01 8.833e+00 1.096e+02
3.365e+01 1.045e+01 1.027e+02
3.695e+01 1.206e+01 9.513e+01
4.056e+01 1.367e+01 8.685e+01
4.453e+01 1.528e+01 7.775e+01
4.889e+01 1.689e+01 6.776e+01
5.367e+01 1.850e+01 5.682e+01
5.892e+01 2.010e+01 4.480e+01
6.469e+01 2.170e+01 3.161e+01
7.102e+01 2.330e+01 1.714e+01
7.796e+01 2.489e+01 1.290e+00
8.559e+01 2.647e+01 -1.612e+01
9.397e+01 2.806e+01 -3.523e+01
1.032e+02 2.963e+01 -5.617e+01
1.132e+02 3.120e+01 -7.915e+01
1.243e+02 3.277e+01 -1.044e+02
1.365e+02 3.432e+01 -1.320e+02
1.499e+02 3.587e+01 -1.624e+02
1.645e+02 3.740e+01 1.643e+02
1.806e+02 3.891e+01 1.278e+02
1.983e+02 4.041e+01 8.784e+01
2.177e+02 4.189e+01 4.398e+01
2.390e+02 4.336e+01 -4.139e+00
2.624e+02 4.479e+01 -5.694e+01
2.880e+02 4.616e+01 -1.149e+02
3.162e+02 4.745e+01 -1.782e+02
3.472e+02 4.864e+01 1.129e+02
3.811e+02 4.977e+01 3.861e+01
4.184e+02 5.100e+01 -4.121e+01
4.594e+02 5.259e+01 -1.277e+02
5.043e+02 5.470e+01 1.358e+02
5.537e+02 5.703e+01 2.586e+01
6.078e+02 5.912e+01 -9.783e+01
6.673e+02 6.089e+01 1.258e+02
7.326e+02 6.248e+01 -2.346e+01
8.043e+02 6.408e+01 1.726e+02
8.830e+02 6.560e+01 -1.024e+01
9.694e+02 6.620e+01 1.467e+02
1.064e+03 6.575e+01 -7.133e+01
1.168e+03 6.522e+01 5.587e+01
1.283e+03 6.461e+01 1.600e+02
1.408e+03 6.291e+01 -1.146e+02
1.546e+03 6.226e+01 -4.484e+01
1.697e+03 6.297e+01 -9.205e+00
1.863e+03 6.319e+01 -1.268e+01
2.046e+03 6.289e+01 -5.204e+01
2.246e+03 6.051e+01 -1.219e+02
2.465e+03 6.039e+01 1.376e+02
2.707e+03 6.064e+01 -2.748e+01
2.971e+03 6.218e+01 1.175e+02
3.262e+03 5.987e+01 -1.487e+02
3.581e+03 5.990e+01 -1.078e+02
3.932e+03 5.954e+01 -1.248e+02
4.317e+03 6.157e+01 1.193e+02
4.739e+03 5.830e+01 -6.496e+01
5.203e+03 5.830e+01 2.188e+01
5.712e+03 5.729e+01 1.274e+01
6.270e+03 5.235e+01 -1.276e+02
6.884e+03 4.826e+01 4.860e+01
7.558e+03 5.027e+01 3.443e+01
8.297e+03 4.403e+01 1.636e+02
9.109e+03 3.486e+01 3.208e+01
1.000e+04 3.861e+01 -8.747e+01
